conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d53015b-6867-408f-8f3a-4eb9d5dae101,skill/competence,sector-specific,encargarse de la nutrición de suelos para cultivos,"gestionar la nutrición de suelos para cultivos
fertilizar suelos para cultivos
aplicar técnicas de jardinería sostenible",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d56955d-2b6c-471f-890d-8c17ab16053b,skill/competence,sector-specific,establecer comunicación en un entorno de actividades al aire libre,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d5850bb-8af3-42f0-85ec-488c584bc6ad,skill/competence,cross-sector,instalar cubiertas para suelos,"colocar cubiertas para suelos
montar cubiertas para suelos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d662b19-0aee-4cff-ab86-80f309b9bcb5,skill/competence,sector-specific,planificar las sesiones de terapia musical,organizar las sesiones de terapia musical,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d6ad261-4d81-4d7f-98fb-3587c25deb74,skill/competence,sector-specific,promover políticas de agricultura,promover políticas agrícolas,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d6fb354-ae77-4fb0-80d3-e4e52270774a,skill/competence,sector-specific,informar sobre los resultados de la fisioterapia,"dar información sobre los resultados de la fisioterapia
facilitar información sobre los resultados de la fisioterapia",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d70a43a-2708-480f-ae1d-50703eb42c34,skill/competence,occupation-specific,empalmar rollos de películas,pegar rollos de películas,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d7bafbc-dea9-42aa-96ca-c5b8ab47417f,knowledge,sector-specific,historia clínica de pacientes con problemas psicológicos,historial médico de pacientes con problemas psicológicos,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d7dd4ac-f2f8-47e1-8ddb-fcfbb619677a,skill/competence,sector-specific,manejar máquinas para pintar marcas viales,"manejar máquinas de pintura de bandas para carretera
manejar máquinas pintabandas
operar máquinas para pintar marcas viales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d7e3b0c-3995-4953-816d-cf3c5e9ffe34,skill/competence,cross-sector,respetar procedimientos normalizados de trabajo,respetar procedimientos operativos normalizados,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d80a4cb-cad2-435c-b899-e0e91fda07d6,skill/competence,sector-specific,prevenir problemas sociales,tomar medidas para prevenir problemas sociales,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d8177c5-e78a-4177-bafb-abef26791d30,skill/competence,sector-specific,hacer bocetos de diseños en piezas de trabajo,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d825dfb-0e0f-469c-b0b8-05920e8468b9,knowledge,occupation-specific,contextos socioculturales en los que viven los animales,contextos sociales y culturales en los que vive un animal,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d8287f5-6c0e-421a-9e37-980d6c1a3886,knowledge,sector-specific,transformación de alimentos de origen marino,"transformación de pescado y marisco
transformación de diferentes tipos de alimentos de origen marino",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d87af20-e2fe-4303-ac80-337e5266b242,skill/competence,occupation-specific,participar en los aspectos técnicos de la producción,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d8bab71-4438-4c81-9843-d38e127f99e1,skill/competence,sector-specific,apoyar a otros representantes nacionales,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8,skill/competence,sector-specific,atraer a nuevos clientes,captar a nuevos clientes,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d97f20a-88b5-49b2-b34e-4c4476e535a6,skill/competence,cross-sector,inspeccionar neumáticos reparados,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d981c38-4307-4cd3-b594-88fb9df95992,skill/competence,occupation-specific,inflar balones,"hinchar balones
hinchar pelotas
inflar pelotas
inflar pelotas de deporte",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d9edaad-7404-413e-856e-dacde984052a,skill/competence,cross-sector,practicar paradas de emergencia,"realizar paradas de emergencia de práctica
llevar a cabo paradas de emergencia de práctica",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d9f05ed-9ada-4604-9670-2df3bb439050,skill/competence,sector-specific,diferenciar tejidos,"distinguir las diferencias entre tejidos
distinguir telas
reconocer las diferencias entre tejidos
diferenciar telas
distinguir tejidos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d9f73cd-cccc-4d72-89bd-85b3ac4393b0,skill/competence,sector-specific,supervisar los procedimientos jurídicos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6da25bcb-e854-4a19-83de-5d4957e5f7a4,skill/competence,cross-sector,emplear herramientas de referencias cruzadas para identificar productos,"clasificar productos mediante herramientas de referencias cruzadas
utilizar herramientas de referencias cruzadas para identificar productos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6da47d77-3c16-445d-99d7-c31cf1608a75,skill/competence,sector-specific,limpiar grabados,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6db1bd36-fc47-4103-8401-81d4d99360b3,knowledge,cross-sector,tipos de pintura,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6db3ac8e-8636-4ced-965b-75e35c3193c3,knowledge,cross-sector,estética,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6db79530-d479-4cd8-b1e1-d71d386421fd,skill/competence,occupation-specific,aplicar las estrategias de enseñanza de Freinet,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6dbf93ce-2e5d-4116-a9f5-5468968d59f2,skill/competence,sector-specific,comerciar en divisa extranjera,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6dc07684-8d6b-480f-9c6f-5827032da9f8,skill/competence,cross-sector,preparar neumáticos para vulcanización,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6dc2dfac-3e21-44dd-a71c-9a1c8fe2514c,skill/competence,cross-sector,tomar decisiones operativas de forma autónoma,adoptar decisiones operativas de forma independiente,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6dc4bab9-1982-4d5a-b8b6-14c3cfd32c31,knowledge,sector-specific,tecnología sanitaria,"tecnología de la salud
características y empleo de las tecnologías sanitarias
técnicas sanitarias",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6dce7757-c416-4cec-bd2e-9f2319438c48,skill/competence,cross-sector,desenvolverse bien en entornos de riesgo,"sentirse cómodo en ambientes inseguros
guardar la calma en entornos peligrosos
mantenerse tranquilo en lugares peligrosos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6de1dfc0-4dc3-45c5-8dde-d669d33bbc4a,knowledge,occupation-specific,neuropatología,"estudio de las enfermedades del sistema nervioso
estudio de los trastornos del sistema nervioso
reacción del sistema nervioso ante enfermedades",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6df314cf-be4c-4de4-aa4c-3b562e5d84d2,skill/competence,sector-specific,evaluar el riesgo hipotecario,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e04cc9f-d409-49f0-9224-d9cb32e83631,skill/competence,transversal,convencer a los demás,"convencer a otros
convencer a otras personas
persuadir a los demás",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e07db2d-a346-4388-af3f-6132d6be5536,skill/competence,cross-sector,examinar las solicitudes de la seguridad social,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e0cc337-e95a-4686-932c-303e1d3fb0df,skill/competence,occupation-specific,traducir una banda sonora,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e0e1512-eaa9-4d83-8e3c-682a2be9b58a,skill/competence,sector-specific,manejar máquinas mezcladoras de caucho,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e16c525-3985-496f-a167-a877aa659e1a,skill/competence,sector-specific,controlar el horno de gas para el tostado de la malta,"gestionar el horno de gas para el tostado de la malta
supervisar el horno de gas para el tostado de la malta",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e16f998-7648-4ed0-8232-1b03722d1a53,skill/competence,cross-sector,analizar problemas para buscar soluciones o posibilidades de mejora,"examinar problemas y buscar oportunidades de desarrollo
estudiar problemas para encontrar soluciones",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e198337-7baf-4b91-befa-15417820449a,skill/competence,occupation-specific,consultar sobre la presentación de cervezas,"solicitar asesoramiento sobre la presentación de cervezas
solicitar consejos sobre la presentación de cervezas
pedir opiniones sobre la presentación de cervezas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e19c179-3b5f-4c43-b6f5-16ce05b5e548,knowledge,cross-sector,oceanografía,"estudio de los fondos de los mares y los océanos
estudio de la geografía de los océanos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e1afa70-3055-4e71-8b56-628d77dcb3ed,skill/competence,occupation-specific,supervisar el estado de los animales hospitalizados,"hacer el seguimiento del estado de los animales hospitalizados
comprobar el estado de los animales hospitalizados
controlar el estado de los animales hospitalizados",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e250b10-f197-4045-b9c5-53837b044554,knowledge,sector-specific,"productos textiles, productos textiles semiacabados y materias primas",,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e34b68e-0d61-49f2-bc4d-571c0326d857,skill/competence,cross-sector,probar sensores,"probar detectores
probar captores
verificar sensores
controlar sensores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e3862fd-4541-471b-90dc-4a60073c9a16,knowledge,cross-sector,principios de la fermentación,"principios del proceso de fermentación
entender los principios de la fermentación",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e3b0762-4e5e-41dc-8f71-9a5dbd6d2076,skill/competence,sector-specific,gestionar los cánones de licencia,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e3e5c17-0d46-4376-9928-8dbaaea27164,skill/competence,sector-specific,mantener registros de los nuevos medios de comunicación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e4664af-2f17-49e2-b904-4554badff1dd,knowledge,cross-sector,historia del deporte,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e47b77e-5707-4f87-914a-34251fda4926,skill/competence,sector-specific,entender el material que se ha de traducir,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e4c479c-2206-4375-bf45-160f8f4711c3,skill/competence,cross-sector,registrar indicaciones sobre productos,"registrar instrucciones sobre productos
recopilar datos sobre productos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e4f264a-e2e1-42fb-9866-e64069f8b441,skill/competence,sector-specific,mantener material audiovisual,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e4f29f5-3904-4e1e-9c5f-c158c5e197bf,skill/competence,cross-sector,asistir a visitantes,"proporcionar asistencia a visitantes
ofrecer soporte para visitantes
asistir a clientes
ayudar a los y las visitantes",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,knowledge,sector-specific,protocolos de comunicación de las TIC,"protocolos de comunicación de TI
sistema de reglas de comunicación de TI
conjunto de estándares de comunicación de las TIC
conjunto de normas de comunicación de las TIC
sistema de reglas de comunicación de las TIC",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e508ff8-b580-4a94-b148-b62bc92dee48,skill/competence,sector-specific,determinar la situación biológica de poblaciones de peces,analizar la situación biológica de poblaciones de peces,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e53fd99-b646-4327-9580-ac062ab21188,knowledge,sector-specific,iluminación en 3D,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e540395-ca49-4425-987d-b0268128fb31,skill/competence,occupation-specific,inspeccionar contadores para determinar si existen conexiones no autorizadas,"controlar contadores para determinar si existen conexiones ilegales
inspeccionar contadores para determinar si existen conexiones no permitidas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e58897f-84ec-4371-a2ff-10691ca0b9c3,skill/competence,occupation-specific,transportar troncos,"mover troncos
trasladar troncos
desplazar troncos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e5b66f0-ff0b-4d18-bce5-ffcd2e7de127,skill/competence,cross-sector,examinar la legislación,"hacer la legislación
investigar la legislación",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e64c679-17c6-46ac-849c-2336e16fe069,skill/competence,cross-sector,instalar cubiertas metálicas para tejado,"instalar techo metálico
colocar cubiertas metálicas para tejado",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e66e6ad-348c-46de-97d8-7cca68940ee4,skill/competence,occupation-specific,hacer interpretación jurada,"llevar a cabo interpretación jurada
realizar interpretación jurada
trabajar como intérprete jurado",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e66fa0f-4d3b-415e-9693-dc556eb5112a,skill/competence,cross-sector,gestionar programas de formación en la empresa,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e7a67c0-832b-48cb-83b3-bab60f31fd73,knowledge,cross-sector,terapia de energía,"terapia energética
medicina energética
tipos de terapias energéticas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e7f4c10-5ed9-4b95-81a2-f1465ee2d741,skill/competence,sector-specific,mantener caminos,"despejar caminos
controlar caminos
limpiar caminos
inspeccionar caminos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e84c2b5-935a-4958-a410-da42efaf7c27,knowledge,occupation-specific,técnicas de gestión de plagas,"métodos para gestionar plagas
métodos de gestión de plagas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e8c383d-ff96-46e2-9260-a33d88166c28,skill/competence,cross-sector,registrar escrituras,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e8f6e7d-0194-4adf-a2d1-5ec95dfe6035,skill/competence,sector-specific,crear estructuras musicales,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e8fe5de-fe6d-482c-92fe-20e56ee57324,knowledge,sector-specific,parámetros de funcionamiento del sistema mundial de navegación por satélite,parámetros de rendimiento del sistema mundial de navegación por satélite,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e93befa-b682-4644-aa9a-46d658478056,skill/competence,sector-specific,transferir el equipaje,"trasladar el equipaje
pasar el equipaje",
